Stove type: Laser 530,,Latitude of the PUMA device location,[64.92216],Longitude of the PUMA device location,[-147.931],,,
1543950589.0,4,30163,3287,0.009555309,0.10817330943396225,73.32,6.23,67.09
1543950949.0,-1,-1,0,0.0,0.0,69.68,6.32,63.36
1543951248.0,-1,-1,0,0.0,0.0,68.51,6.39,62.12
1543951548.0,-1,-1,0,0.0,0.0,69.91,6.47,63.44
1543951848.0,-1,-1,0,0.0,0.0,68.51,6.54,61.97
1543952148.0,-1,-1,0,0.0,0.0,68.51,6.62,61.89
1543952448.0,-1,-1,0,0.0,0.0,68.75,6.69,62.06
1543952748.0,-1,-1,0,0.0,0.0,68.51,6.77,61.74
1543952805.0,0,30447,284,0.0008255879999999999,0.0521424,68.28,6.78,61.5
1543952863.0,1,31092,645,0.0018750149999999998,0.11638024137931033,68.51,6.8,61.71
1543953110.0,4,33751,2659,0.007729713,0.11265978461538462,72.19,6.86,65.33
1543953467.0,-1,-1,0,0.0,0.0,70.14,6.95,63.19
1543953767.0,-1,-1,0,0.0,0.0,71.52,6.9,64.62
1543954067.0,-1,-1,0,0.0,0.0,70.83,6.75,64.08
1543954367.0,-1,-1,0,0.0,0.0,70.14,6.6,63.54
1543954667.0,-1,-1,0,0.0,0.0,69.21,6.45,62.76
1543954966.0,-1,-1,0,0.0,0.0,69.21,6.3,62.91
1543955267.0,-1,-1,0,0.0,0.0,68.98,6.15,62.83
1543955369.0,0,33996,245,0.000712215,0.025137,68.98,6.1,62.88
1543955425.0,1,34699,703,0.002043621,0.1313756357142857,69.45,6.07,63.38
1543955693.0,4,37592,2893,0.008409950999999999,0.1129694910447761,72.65,5.93,66.72
1543956050.0,-1,-1,0,0.0,0.0,71.97,5.75,66.22
1543956350.0,-1,-1,0,0.0,0.0,73.09,5.6,67.49
1543956651.0,-1,-1,0,0.0,0.0,72.19,5.45,66.74
1543956951.0,-1,-1,0,0.0,0.0,71.29,5.3,65.99
1543957251.0,-1,-1,0,0.0,0.0,71.06,5.19,65.87
1543957551.0,-1,-1,0,0.0,0.0,69.21,5.27,63.94
1543957850.0,-1,-1,0,0.0,0.0,69.45,5.34,64.11
1543957907.0,1,38355,763,0.002218041,0.14008679999999998,69.21,5.36,63.85
1543958200.0,4,41506,3151,0.009159957,0.11254554675767918,71.74,5.43,66.31
1543958559.0,-1,-1,0,0.0,0.0,71.06,5.52,65.54
1543958859.0,-1,-1,0,0.0,0.0,72.87,5.59,67.28
1543959159.0,-1,-1,0,0.0,0.0,72.19,5.67,66.52
1543959459.0,-1,-1,0,0.0,0.0,71.97,5.74,66.23
1543959758.0,-1,-1,0,0.0,0.0,70.6,5.82,64.78
1543960058.0,-1,-1,0,0.0,0.0,68.75,5.89,62.86
1543960208.0,0,41861,355,0.001031985,0.02476764,69.21,5.93,63.28
1543960265.0,1,42563,702,0.002040714,0.1288872,69.45,5.95,63.5
1543960590.0,4,45898,3335,0.009694844999999999,0.10738905230769229,72.42,6.03,66.39
1543960947.0,-1,-1,0,0.0,0.0,72.42,6.09,66.33
1543961247.0,-1,-1,0,0.0,0.0,72.65,6.12,66.53
1543961546.0,-1,-1,0,0.0,0.0,73.09,6.15,66.94
1543961847.0,-1,-1,0,0.0,0.0,71.52,6.18,65.34
1543962147.0,-1,-1,0,0.0,0.0,69.68,6.21,63.47
1543962447.0,-1,-1,0,0.0,0.0,68.51,6.24,62.27
1543962747.0,-1,-1,0,0.0,0.0,70.37,6.27,64.1
1543963047.0,-1,-1,0,0.0,0.0,68.75,6.3,62.45
1543963347.0,-1,-1,0,0.0,0.0,68.98,6.33,62.65
1543963647.0,-1,-1,0,0.0,0.0,68.98,6.36,62.62
1543963869.0,0,45898,0,0.0,0.0,68.28,6.39,61.89
1543963926.0,1,46608,710,0.00206397,0.130356,67.09,6.39,60.7
1543964195.0,4,49511,2903,0.008439021,0.11293857100371746,72.19,6.42,65.77
1543964552.0,-1,-1,0,0.0,0.0,70.83,6.53,64.3
1543964852.0,-1,-1,0,0.0,0.0,70.83,6.71,64.12
1543965152.0,-1,-1,0,0.0,0.0,70.6,6.89,63.71
1543965452.0,-1,-1,0,0.0,0.0,70.14,7.07,63.07
1543965752.0,-1,-1,0,0.0,0.0,69.45,7.25,62.2
1543966052.0,-1,-1,0,0.0,0.0,69.45,7.43,62.02
1543966109.0,0,50108,597,0.0017354789999999998,0.10960919999999999,68.98,7.47,61.51
1543966165.0,1,50755,647,0.0018808289999999999,0.12091043571428571,69.68,7.5,62.18
1543966454.0,4,53766,3011,0.008752977,0.10903362352941177,72.19,7.67,64.52
1543966811.0,-1,-1,0,0.0,0.0,71.74,7.89,63.85
1543967110.0,-1,-1,0,0.0,0.0,72.65,8.07,64.58
1543967410.0,-1,-1,0,0.0,0.0,72.87,8.25,64.62
1543967710.0,-1,-1,0,0.0,0.0,71.52,8.43,63.09
1543968083.0,-1,-1,0,0.0,0.0,70.14,8.7,61.44
1543968383.0,-1,-1,0,0.0,0.0,69.68,9.04,60.64
1543968683.0,-1,-1,0,0.0,0.0,69.45,9.39,60.06
1543968983.0,-1,-1,0,0.0,0.0,69.68,9.73,59.95
1543969283.0,-1,-1,0,0.0,0.0,69.21,10.08,59.13
1543969583.0,-1,-1,0,0.0,0.0,69.91,10.42,59.49
1543969882.0,-1,-1,0,0.0,0.0,69.68,10.76,58.92
1543970182.0,-1,-1,0,0.0,0.0,69.68,11.11,58.57
1543970482.0,-1,-1,0,0.0,0.0,69.21,11.45,57.76
1543970782.0,-1,-1,0,0.0,0.0,70.14,11.8,58.34
1543971082.0,-1,-1,0,0.0,0.0,68.75,12.14,56.61
1543971383.0,-1,-1,0,0.0,0.0,68.75,12.49,56.26
1543971683.0,-1,-1,0,0.0,0.0,69.21,12.79,56.42
1543971982.0,-1,-1,0,0.0,0.0,67.57,12.95,54.62
1543972155.0,0,53771,5,1.4534999999999999e-05,0.0003024624277456647,68.28,13.05,55.23
1543972212.0,1,54487,716,0.002081412,0.1314576,67.8,13.08,54.72
1543972483.0,4,57407,2920,0.00848844,0.11276156457564575,71.74,13.23,58.51
1543972540.0,1,57854,447,0.001299429,0.0820692,73.09,13.26,59.83
1543972737.0,4,59413,1559,0.004532013,0.0828185116751269,73.76,13.37,60.39
1543973094.0,-1,-1,0,0.0,0.0,72.42,13.56,58.86
1543973394.0,-1,-1,0,0.0,0.0,73.09,13.73,59.36
1543973694.0,-1,-1,0,0.0,0.0,72.19,13.89,58.3
1543973994.0,-1,-1,0,0.0,0.0,69.68,14.06,55.62
1543974292.0,0,59413,0,0.0,0.0,68.51,14.22,54.29
1543974349.0,1,60099,686,0.001994202,0.1259496,69.45,14.25,55.2
1543974705.0,-1,-1,0,0.0,0.0,73.32,14.45,58.87
1543974836.0,4,64704,4605,0.013386734999999999,0.36787974045801525,73.76,14.52,59.24
1543975193.0,-1,-1,0,0.0,0.0,72.65,14.72,57.93
1543975492.0,-1,-1,0,0.0,0.0,73.54,14.78,58.76
1543975792.0,-1,-1,0,0.0,0.0,72.87,14.84,58.03
1543976092.0,-1,-1,0,0.0,0.0,72.42,14.9,57.52
1543976392.0,-1,-1,0,0.0,0.0,71.97,14.96,57.01
1543976692.0,-1,-1,0,0.0,0.0,69.91,15.02,54.89
1543976869.0,0,64706,2,5.814e-06,0.00011825084745762712,68.98,15.05,53.93
1543976925.0,1,65391,685,0.0019912949999999997,0.1280118214285714,68.98,15.06,53.92
1543977281.0,-1,-1,0,0.0,0.0,71.97,15.14,56.83
1543977431.0,4,70144,4753,0.013816970999999999,0.331607304,73.32,15.17,58.15
1543977790.0,-1,-1,0,0.0,0.0,74.65,15.24,59.41
1543978089.0,-1,-1,0,0.0,0.0,74.42,15.3,59.12
1543978389.0,-1,-1,0,0.0,0.0,73.76,15.36,58.4
1543978689.0,-1,-1,0,0.0,0.0,69.68,15.42,54.26
1543978989.0,-1,-1,0,0.0,0.0,69.45,15.35,54.1
1543979058.0,0,70146,2,5.814e-06,0.00030333913043478257,69.45,15.32,54.13
1543979116.0,1,70858,712,0.002069784,0.12846935172413793,69.91,15.3,54.61
1543979472.0,-1,-1,0,0.0,0.0,73.76,15.14,58.62
1543979531.0,4,74699,3841,0.011165787,0.6813022576271186,73.98,15.11,58.87
1543979887.0,-1,-1,0,0.0,0.0,73.09,14.95,58.14
1543980187.0,-1,-1,0,0.0,0.0,73.09,14.82,58.27
1543980487.0,-1,-1,0,0.0,0.0,71.74,14.68,57.06
1543980787.0,-1,-1,0,0.0,0.0,70.37,14.55,55.82
1543981087.0,-1,-1,0,0.0,0.0,69.68,14.41,55.27
1543981387.0,-1,-1,0,0.0,0.0,69.68,14.28,55.4
1543981467.0,0,74700,1,2.907e-06,0.000130815,69.45,14.24,55.21
1543981523.0,1,75397,697,0.002026179,0.1302543642857143,69.68,14.21,55.47
1543981879.0,-1,-1,0,0.0,0.0,73.09,14.05,59.04
1543981937.0,4,79322,3925,0.011409975,0.7082053448275861,74.42,14.03,60.39
1543982296.0,-1,-1,0,0.0,0.0,73.32,13.87,59.45
1543982596.0,-1,-1,0,0.0,0.0,73.54,13.67,59.87
1543982896.0,-1,-1,0,0.0,0.0,72.42,13.45,58.97
1543983196.0,-1,-1,0,0.0,0.0,71.29,13.22,58.07
1543983496.0,-1,-1,0,0.0,0.0,70.14,13.0,57.14
1543983796.0,-1,-1,0,0.0,0.0,69.21,12.77,56.44
1543983852.0,0,79625,303,0.000880821,0.05662420714285714,69.45,12.73,56.72
1543983908.0,1,80238,613,0.001781991,0.11455656428571429,70.37,12.69,57.68
1543984153.0,4,82869,2631,0.007648317,0.11238343346938777,72.87,12.51,60.36
1543984510.0,-1,-1,0,0.0,0.0,71.74,12.24,59.5
1543984810.0,-1,-1,0,0.0,0.0,73.32,12.01,61.31
1543985110.0,-1,-1,0,0.0,0.0,72.65,11.79,60.86
1543985410.0,-1,-1,0,0.0,0.0,71.06,11.56,59.5
1543985710.0,-1,-1,0,0.0,0.0,70.83,11.34,59.49
1543986010.0,-1,-1,0,0.0,0.0,70.14,11.12,59.02
1543986309.0,-1,-1,0,0.0,0.0,70.37,11.24,59.13
1543986609.0,-1,-1,0,0.0,0.0,70.14,11.36,58.78
1543986909.0,-1,-1,0,0.0,0.0,71.06,11.48,59.58
1543987209.0,-1,-1,0,0.0,0.0,69.68,11.6,58.08
1543987509.0,-1,-1,0,0.0,0.0,69.68,11.72,57.96
1543987809.0,-1,-1,0,0.0,0.0,69.68,11.84,57.84
1543988109.0,-1,-1,0,0.0,0.0,68.75,11.96,56.79
1543988408.0,-1,-1,0,0.0,0.0,69.21,12.08,57.13
1543988708.0,-1,-1,0,0.0,0.0,68.51,12.2,56.31
1543989008.0,-1,-1,0,0.0,0.0,68.04,12.32,55.72
1543989308.0,-1,-1,0,0.0,0.0,68.04,12.44,55.6
1543989365.0,1,83393,524,0.001523268,0.0962064,68.51,12.47,56.04
1543989643.0,4,86384,2991,0.008694837,0.11259501151079136,73.98,12.57,61.41
1543990000.0,-1,-1,0,0.0,0.0,71.97,12.68,59.29
1543990300.0,-1,-1,0,0.0,0.0,71.74,12.77,58.97
1543990600.0,-1,-1,0,0.0,0.0,68.98,12.86,56.12
1543990900.0,-1,-1,0,0.0,0.0,68.75,12.95,55.8
1543991200.0,-1,-1,0,0.0,0.0,69.45,13.04,56.41
1543991500.0,-1,-1,0,0.0,0.0,69.21,13.13,56.08
1543991800.0,-1,-1,0,0.0,0.0,69.21,13.22,55.99
1543991940.0,0,86386,2,5.814e-06,0.00014950285714285713,69.21,13.26,55.95
1543991996.0,1,87091,705,0.002049435,0.13174939285714285,68.98,13.28,55.7
1543992264.0,4,89973,2882,0.008377974,0.11253994925373134,73.98,13.36,60.62
1543992621.0,-1,-1,0,0.0,0.0,71.29,13.47,57.82
1543992921.0,-1,-1,0,0.0,0.0,71.74,13.56,58.18
1543993221.0,-1,-1,0,0.0,0.0,71.52,13.63,57.89
1543993521.0,-1,-1,0,0.0,0.0,69.91,13.46,56.45
1543993821.0,-1,-1,0,0.0,0.0,69.91,13.3,56.61
1543994121.0,-1,-1,0,0.0,0.0,70.14,13.13,57.01
1543994228.0,0,90106,133,0.00038663099999999996,0.013008145794392523,68.98,13.07,55.91
1543994285.0,1,90800,694,0.0020174579999999998,0.1274184,69.45,13.04,56.41
1543994551.0,4,93667,2867,0.008334369,0.11279597142857142,73.54,12.9,60.64
1543994908.0,-1,-1,0,0.0,0.0,71.06,12.7,58.36
1543995208.0,-1,-1,0,0.0,0.0,71.52,12.54,58.98
1543995508.0,-1,-1,0,0.0,0.0,71.74,12.37,59.37
1543995808.0,-1,-1,0,0.0,0.0,69.68,12.21,57.47
1543996108.0,-1,-1,0,0.0,0.0,69.91,12.04,57.87
1543996408.0,-1,-1,0,0.0,0.0,69.68,11.88,57.8
1543996708.0,-1,-1,0,0.0,0.0,68.75,11.71,57.04
1543997009.0,-1,-1,0,0.0,0.0,69.91,11.59,58.32
1543997308.0,-1,-1,0,0.0,0.0,69.45,11.48,57.97
1543997608.0,-1,-1,0,0.0,0.0,68.98,11.38,57.6
1543997908.0,-1,-1,0,0.0,0.0,69.21,11.27,57.94
1543998208.0,-1,-1,0,0.0,0.0,69.45,11.17,58.28
1543998508.0,-1,-1,0,0.0,0.0,68.51,11.06,57.45
1543998808.0,-1,-1,0,0.0,0.0,69.21,10.96,58.25
1543999108.0,-1,-1,0,0.0,0.0,68.75,10.85,57.9
1543999401.0,0,93854,187,0.000543609,0.006679154948805461,68.28,10.75,57.53
1543999457.0,1,94567,713,0.0020726909999999998,0.1332444214285714,67.8,10.73,57.07
1543999799.0,4,98046,3479,0.010113453,0.1064574,71.97,10.61,61.36
1544000156.0,-1,-1,0,0.0,0.0,71.29,10.49,60.8
1544000456.0,-1,-1,0,0.0,0.0,70.37,10.37,60.0
1544000756.0,-1,-1,0,0.0,0.0,70.14,10.19,59.95
1544000924.0,0,98046,0,0.0,0.0,68.75,10.09,58.66
1544000980.0,1,98707,661,0.001921527,0.1235267357142857,69.45,10.05,59.4
1544001282.0,4,101828,3121,0.009072746999999999,0.10815195099337747,75.3,9.87,65.43
1544001639.0,-1,-1,0,0.0,0.0,71.52,9.66,61.86
1544001938.0,-1,-1,0,0.0,0.0,71.29,9.48,61.81
1544002239.0,-1,-1,0,0.0,0.0,70.83,9.3,61.53
1544002539.0,-1,-1,0,0.0,0.0,70.6,9.12,61.48
1544002691.0,0,101830,2,5.814e-06,0.00013769999999999999,69.68,9.03,60.65
1544002750.0,1,102535,705,0.002049435,0.1250502711864407,70.14,8.99,61.15
1544003072.0,4,105822,3287,0.009555309,0.10682954161490683,73.98,8.8,65.18
1544003429.0,-1,-1,0,0.0,0.0,71.29,8.58,62.71
1544003728.0,-1,-1,0,0.0,0.0,71.97,8.4,63.57
1544004028.0,-1,-1,0,0.0,0.0,70.83,8.24,62.59
1544004328.0,-1,-1,0,0.0,0.0,70.14,8.22,61.92
1544004628.0,-1,-1,0,0.0,0.0,68.98,8.21,60.77
1544004864.0,0,105825,3,8.721e-06,0.0001330322033898305,70.6,8.2,62.4
1544004920.0,1,106518,693,0.002014551,0.12950685,68.75,8.19,60.56
1544005186.0,4,109376,2858,0.008308206,0.11244188571428572,73.98,8.18,65.8
1544005542.0,-1,-1,0,0.0,0.0,72.65,8.16,64.49
1544005842.0,-1,-1,0,0.0,0.0,71.29,8.15,63.14
1544006142.0,-1,-1,0,0.0,0.0,71.97,8.13,63.84
1544006442.0,-1,-1,0,0.0,0.0,71.29,8.12,63.17
1544006742.0,-1,-1,0,0.0,0.0,70.37,8.1,62.27
1544007042.0,-1,-1,0,0.0,0.0,70.14,8.09,62.05
1544007342.0,-1,-1,0,0.0,0.0,70.14,8.07,62.07
1544007642.0,-1,-1,0,0.0,0.0,69.68,8.07,61.61
1544007709.0,0,109720,344,0.001000008,0.05373177313432836,69.91,8.09,61.82
1544007765.0,1,110420,700,0.0020349,0.13081500000000001,70.37,8.11,62.26
1544008033.0,4,113303,2883,0.008380881,0.11257899850746268,73.76,8.19,65.57
1544008390.0,-1,-1,0,0.0,0.0,72.87,8.3,64.57
1544008689.0,-1,-1,0,0.0,0.0,71.29,8.39,62.9
1544008989.0,-1,-1,0,0.0,0.0,70.6,8.48,62.12
1544009289.0,-1,-1,0,0.0,0.0,70.6,8.57,62.03
1544009589.0,-1,-1,0,0.0,0.0,71.06,8.66,62.4
1544009849.0,0,113740,437,0.001270359,0.017589586153846155,70.6,8.73,61.87
1544009905.0,1,114430,690,0.00200583,0.12894621428571432,70.83,8.75,62.08
1544010225.0,4,117716,3286,0.009552402,0.10746452249999999,74.42,8.85,65.57
1544010582.0,-1,-1,0,0.0,0.0,71.74,8.95,62.79
1544010882.0,-1,-1,0,0.0,0.0,71.29,9.04,62.25
1544011182.0,-1,-1,0,0.0,0.0,69.68,9.13,60.55
1544011482.0,-1,-1,0,0.0,0.0,70.6,9.06,61.54
1544011782.0,-1,-1,0,0.0,0.0,70.83,8.97,61.86
1544011839.0,0,117936,220,0.00063954,0.040392,70.14,8.95,61.19
1544011895.0,1,118559,623,0.0018110609999999999,0.11642535,70.14,8.93,61.21
1544012168.0,4,121434,2875,0.008357625,0.11021043956043958,74.42,8.85,65.57
1544012525.0,-1,-1,0,0.0,0.0,72.42,8.74,63.68
1544012825.0,-1,-1,0,0.0,0.0,72.87,8.65,64.22
1544013124.0,-1,-1,0,0.0,0.0,72.19,8.56,63.63
1544013424.0,-1,-1,0,0.0,0.0,71.52,8.47,63.05
1544013724.0,-1,-1,0,0.0,0.0,69.91,8.38,61.53
1544014024.0,-1,-1,0,0.0,0.0,70.14,8.29,61.85
1544014324.0,-1,-1,0,0.0,0.0,69.45,8.2,61.25
1544014624.0,-1,-1,0,0.0,0.0,69.21,8.11,61.1
1544014924.0,-1,-1,0,0.0,0.0,69.68,8.13,61.55
1544015217.0,0,121435,1,2.907e-06,3.571740614334471e-05,70.14,8.31,61.83
1544015273.0,1,122144,709,0.0020610629999999997,0.1324969071428571,68.98,8.34,60.64
1544015629.0,-1,-1,0,0.0,0.0,73.76,8.56,65.2
1544015685.0,4,125792,3648,0.010604736,0.6817330285714286,74.21,8.59,65.62
1544016042.0,-1,-1,0,0.0,0.0,71.29,8.81,62.48
1544016342.0,-1,-1,0,0.0,0.0,71.06,8.99,62.07
1544016641.0,-1,-1,0,0.0,0.0,70.37,9.16,61.21
1544016941.0,-1,-1,0,0.0,0.0,71.06,9.34,61.72
1544017173.0,0,125793,1,2.907e-06,4.510862068965517e-05,70.37,9.48,60.89
1544017229.0,1,126478,685,0.0019912949999999997,0.1280118214285714,70.83,9.52,61.31
1544017493.0,4,129322,2844,0.008267508,0.11273874545454546,73.54,9.68,63.86
1544017551.0,1,129780,458,0.001331406,0.08263899310344829,73.54,9.71,63.83
1544017607.0,4,129874,94,0.00027325799999999996,0.01756658571428571,73.98,9.74,64.24
1544017964.0,-1,-1,0,0.0,0.0,71.74,9.96,61.78
1544018264.0,-1,-1,0,0.0,0.0,70.83,10.14,60.69
1544018564.0,-1,-1,0,0.0,0.0,70.83,10.33,60.5
1544018863.0,-1,-1,0,0.0,0.0,70.37,10.54,59.83
1544019163.0,-1,-1,0,0.0,0.0,70.37,10.75,59.62
1544019220.0,1,130535,661,0.001921527,0.12135959999999998,70.37,10.79,59.58
1544019576.0,-1,-1,0,0.0,0.0,73.32,11.04,62.28
1544019662.0,4,134787,4252,0.012360564,0.5174189581395349,73.76,11.1,62.66
1544020019.0,-1,-1,0,0.0,0.0,72.87,11.35,61.52
1544020319.0,-1,-1,0,0.0,0.0,71.29,11.56,59.73
1544020618.0,-1,-1,0,0.0,0.0,70.83,11.77,59.06
1544020918.0,-1,-1,0,0.0,0.0,70.83,11.98,58.85
1544021218.0,-1,-1,0,0.0,0.0,71.06,12.19,58.87
1544021518.0,-1,-1,0,0.0,0.0,70.6,12.4,58.2
1544021818.0,-1,-1,0,0.0,0.0,71.29,12.61,58.68
1544021921.0,0,134792,5,1.4534999999999999e-05,0.0005080194174757281,71.29,12.68,58.61
